Name,Category,Price,Quality
LeftMafia,Indie,9666,67
RunnerRot,Casual,56571,70
StrikeSpace,Aventura,41731,72
GalaxyHell,Disparos,12891,34
GardenHonor,Exploración,63747,65
DarkSpeed,Terror,16384,36
EvilSpeed,Exploración,45478,42
LightGalaxy,Simulación,3770,22
StrikeEscape,Comedia,53023,28
SpaceDead,Terror,67578,29
SaintsRot,Plataformas,65916,46
CounterRoyale,RPG,15538,97
SpaceRoyale,Cooperativo,32041,92
MeatRunner,Estrategia,37890,55
StrangeLife,Narración,50599,72
GalaxyGarden,Supervivencia,9768,11
LifeARK,Comedia,3510,97
DutyDuty,Simulación,48305,79
MeatQuest,Terror,59373,61
TheftEscape,Supervivencia,44103,32
RowLeft,Simulación,20368,47
BrutalGarden,Cartas,43471,23
BrutalCombat,Mundo Abierto,32871,60
LifeRoyale,Cooperativo,8527,77
DragonMeat,Terror,39584,8
QuestLegend,Supervivencia,3555,41
CombatDying,Disparos,30580,44
MafiaEmpire,Terror,68364,77
SpeedEscape,Deportes,31440,0
RotLegends,Exploración,59061,71
LeftGalaxy,Acción,3086,84
LightDuty,Multijugador,29266,31
WarriorGrand,Simulación,4676,43
MetroMetro,Simulación,54130,66
MetroLegends,Comedia,19233,47
CombatHonor,Terror,9769,35
MeatHonor,Simulación,20754,26
DarkDying,Casual,4336,53
LegendSniper,Indie,37919,26
SniperLight,Acción,47029,58
BattleArma,Plataformas,45634,11
WarriorTheft,Indie,59642,6
BrutalMeat,RPG,4886,73
GardenDark,Acción,61158,71
RunnerRunner,Indie,39761,79
GrandLife,Casual,32759,35
FloorMeat,Supervivencia,16227,42
EscapeKnights,Casual,4468,60
GardenMafia,Cartas,17018,84
RotCombat,Deportes,4279,35
MedalLegend,Cooperativo,14046,31
MetroBattle,Multijugador,66822,15
HonorLight,Disparos,69617,43
LegendThunder,Narración,67688,16
SpeedGarden,Multijugador,57390,23
LeftTale,Acción,10637,97
KnightsCounter,RPG,44332,30
RotSpace,Disparos,63915,63
WarriorCompany,Rompecabezas,35184,70
PlantsMedal,Simulación,53838,26
MeatBattle,Estrategia,13583,75
ARKDying,Terror,45378,50
MetroMeat,Aventura,18150,77
BrutalHeist,Indie,6739,57
DutyHonor,RPG,19157,68
CombatRot,Estrategia,55424,53
LegendsFloor,Comedia,28053,1
StrikeSpace,Disparos,49540,92
WarriorFloor,Aventura,42685,80
DeadWar,Supervivencia,49885,58
RowLeft,Disparos,19702,32
MedalMortal,Deportes,13791,21
LegendPlague,Deportes,53951,80
MortalWar,Disparos,65163,55
MedalRow,Disparos,45120,33
StrangeEmpire,Mundo Abierto,36263,92
RotLegends,Cartas,69227,16
DeadSaints,Terror,15548,49
BeyondMortal,Multijugador,4157,6
GardenLight,Cooperativo,34612,45
WarSniper,Aventura,47414,66
StrikeEscape,Supervivencia,50273,6
MedalTheft,Plataformas,59558,59
PlantsAge,Cooperativo,36899,49
CounterStrike,Supervivencia,43606,56
RunnerPlague,Estrategia,50432,16
LifeHeist,Cartas,5794,30
LeftStrike,Cartas,19661,65
GalaxyEvil,Aventura,61574,64
EmpireMetro,Casual,39567,13
MeatCombat,Plataformas,33424,57
HonorStrange,Rompecabezas,33368,73
GalaxyDark,Narración,23855,57
ThunderLegends,Plataformas,37052,48
LegendsRot,Casual,24684,82
SpeedRow,Comedia,50624,7
PlantsHonor,Multijugador,9364,1
DutyQuest,Mundo Abierto,16092,43
KillingLife,Multijugador,29389,99
DyingMetro,Multijugador,4731,76
DutyLegend,Multijugador,9068,78
PlantsHonor,RPG,4070,70
AgeEvil,Plataformas,9088,46
TheftHonor,Narración,52144,33
SaintsCompany,RPG,65774,10
ARKGalaxy,Terror,27794,63
SniperDead,Acción,40867,21
WarriorLeft,Estrategia,39441,2
DutyCombat,Estrategia,10765,13
BattleThunder,Casual,66300,78
MortalAge,Cartas,3222,60
LifeDuty,Disparos,47713,8
SniperEmpire,Estrategia,32737,53
EvilCombat,Simulación,56227,64
BattlePlague,Acción,4582,42
ARKArma,Comedia,53716,43
LifeBeyond,Casual,33876,51
HonorWarrior,Cartas,59878,48
LegendRunner,Terror,33487,0
EscapeSpace,Cartas,55289,12
CounterDying,Comedia,29257,71
SpeedThunder,Cooperativo,27408,14
TaleCounter,Estrategia,23770,37
SaintsMeat,Multijugador,34698,98
GalaxyGrand,Estrategia,38266,92
ARKLeft,Comedia,40751,50
MetroHonor,Plataformas,66198,5
MafiaSniper,Cartas,38217,94
RowMortal,Acción,58128,63
MetroHell,Deportes,68094,1
WarriorLegends,Cooperativo,33859,25
StrangeStrike,RPG,55652,25
QuestStrike,Casual,65176,100
PlagueSpace,Supervivencia,48537,56
DragonGalaxy,Disparos,60595,23
DutyRow,Narración,56251,84
LightBeyond,RPG,58822,38
ThunderLight,Rompecabezas,43389,23
RunnerKnights,Simulación,55280,49
LegendHell,Multijugador,69694,94
FloorMetro,Deportes,27816,86
MeatTheft,Simulación,39535,52
DragonCounter,Casual,41148,19
HonorARK,Aventura,39327,23
BeyondSpeed,Aventura,49129,13
ThunderHonor,Simulación,4903,50
RunnerKnights,Comedia,3199,66
ControlGalaxy,Supervivencia,19227,8
LegendsStrike,Casual,6267,76
DyingARK,Multijugador,34477,54
EvilBeyond,Cooperativo,12597,80
TheftBattle,Indie,19917,83
GardenStrike,Acción,68464,49
CombatStrike,Indie,18150,49
BrutalDragon,Multijugador,8703,77
ControlDead,Multijugador,66671,84
AgeCounter,Estrategia,46923,44
LegendsLeft,Terror,3227,22
EmpireFloor,RPG,64574,9
LegendBrutal,Disparos,68875,78
DarkControl,Cooperativo,63322,72
SniperPlague,Terror,61922,59
SpeedArma,Cartas,32665,47
MetroBrutal,Estrategia,69520,91
GalaxyQuest,Comedia,35439,78
KillingCombat,Terror,59014,21
SpaceHell,Casual,52332,37
HonorThunder,Rompecabezas,34381,22
LegendsSniper,Cooperativo,53839,66
DutyWar,Deportes,61156,29
MedalWarrior,Terror,58349,24
SniperTheft,Mundo Abierto,65286,70
ControlEvil,Casual,12106,30
ArmaHeist,Narración,21048,89
RunnerARK,Simulación,6508,31
MetroSpace,Casual,35415,48
StrangeMortal,Casual,22312,49
HonorDragon,Plataformas,4318,43
GardenBeyond,Acción,11743,1
PlantsCounter,Comedia,14049,99
FloorBrutal,Cartas,23282,49
WarHonor,Casual,18656,16
HellAge,Plataformas,53495,18
GardenRunner,Terror,25503,67
RotArma,Mundo Abierto,9790,72
WarLife,Casual,61270,22
CombatDragon,Aventura,65369,48
SaintsWarrior,Estrategia,27181,44
CombatLegend,Simulación,9743,18
LifeSniper,Acción,29744,94
RoyaleBrutal,Aventura,16102,51
EmpireCompany,Cooperativo,2024,64
PlagueEscape,Acción,28651,76
MedalCombat,Disparos,1463,33
MetroCombat,Aventura,19078,55
SpaceLife,Terror,29013,34
DeadSpeed,Cooperativo,10794,38
CompanyLegends,Simulación,44701,67
LegendFloor,Comedia,14310,27
ControlDuty,Indie,36454,1
DarkKilling,Cartas,15209,19
DarkDark,Multijugador,16287,56
BeyondArma,Narración,64045,60
HellBeyond,Indie,47319,47
RowEmpire,Indie,9732,10
ARKStrange,Deportes,18952,68
PlagueMeat,Comedia,15644,6
LightStrange,Multijugador,69851,15
ARKKilling,Aventura,49940,67
HonorAge,Disparos,28321,73
LightHonor,Comedia,68639,7
TheftCounter,Multijugador,6320,1
LeftLegend,Cooperativo,27496,51
DyingDying,Multijugador,68503,15
AgeLegends,Casual,23140,53
DutyDead,Acción,46605,45
HonorWarrior,Multijugador,17561,36
LifeLife,Multijugador,7346,90
MortalRot,Mundo Abierto,1768,23
WarriorMetro,Casual,35004,35
EscapeBrutal,Multijugador,32948,65
CompanyLight,Rompecabezas,52620,53
LegendFloor,Cooperativo,50688,88
DyingControl,Casual,67696,82
WarriorARK,Comedia,42352,68
LeftAge,Casual,43703,1
WarriorCounter,Disparos,13766,50
GardenSpeed,Aventura,9062,2
SpaceLife,RPG,22154,47
EmpireWarrior,RPG,25069,70
KnightsEvil,Plataformas,14294,94
PlantsBrutal,Disparos,2774,48
ARKGarden,Rompecabezas,64942,93
DeadControl,Estrategia,66155,12
HonorStrange,Acción,68868,36
StrangeSaints,Aventura,5743,99
EvilRow,Supervivencia,48684,16
SniperGarden,Terror,11076,91
WarriorMafia,Aventura,30909,100
KnightsCombat,Aventura,69936,6
DeadGarden,Cartas,6562,54
WarriorControl,RPG,24250,74
ArmaLeft,Indie,69581,86
EscapeSpace,Estrategia,49083,81
PlantsMortal,Estrategia,30663,95
LifeTheft,Deportes,17830,95
MafiaSpace,Multijugador,44169,44
CombatRoyale,Narración,21039,20
EscapeBeyond,Acción,52879,94
StrikeMedal,Aventura,18269,56
SpaceThunder,Estrategia,64711,50
DutySpace,Mundo Abierto,29544,44
StrangeGarden,Mundo Abierto,24170,71
LeftDead,Supervivencia,37105,93
HeistEmpire,Plataformas,27537,77
DyingSaints,Aventura,14575,29
KnightsSpeed,Terror,30405,74
TaleGarden,Aventura,11109,54
HellAge,Aventura,7860,60
GrandHonor,Casual,29812,37
SaintsMetro,Casual,59854,86
KillingLegend,Multijugador,51402,98
GalaxySniper,Casual,66844,59
HonorMedal,Casual,34558,90
CompanyMortal,RPG,26742,81
WarriorCombat,Cooperativo,50602,38
RotFloor,Acción,50177,0
TheftCounter,Cooperativo,28105,60
WarriorHonor,Mundo Abierto,40312,75
RoyaleBattle,Casual,54676,64
BeyondFloor,Exploración,58858,77
EscapeQuest,Exploración,13164,89
FloorLight,Deportes,1202,85
RotLegends,Supervivencia,59111,4
MortalGalaxy,Multijugador,55210,61
MafiaCounter,Exploración,51920,60
WarriorCompany,Simulación,36540,28
CombatWarrior,Supervivencia,52550,91
DarkQuest,Cartas,59870,90
GrandTale,RPG,1316,26
BrutalAge,Narración,20560,59
ControlMedal,Indie,33924,10
StrangeTale,Deportes,26033,61
ARKDragon,Simulación,36150,94
BattleBrutal,Mundo Abierto,16972,5
FloorQuest,Comedia,51374,39
KillingGalaxy,Exploración,63902,32
HonorEscape,Estrategia,20739,14
EscapeLife,Narración,59932,87
HonorHell,Casual,20949,23
RoyaleMortal,Mundo Abierto,13288,86
GardenLeft,Comedia,44544,31
DarkGarden,RPG,7280,99
TaleHell,Narración,44866,81
DutyStrange,Plataformas,48629,9
LifeWarrior,Rompecabezas,68362,32
EscapeBeyond,Exploración,42360,10
LegendsArma,RPG,56037,74
DragonLegend,Terror,41932,58
ThunderGarden,Terror,67298,16
KillingMeat,Casual,47826,65
CompanyEmpire,Simulación,62277,12
KillingBrutal,Casual,47934,68
HellBeyond,RPG,26631,65
ArmaCounter,Aventura,48174,29
SniperTheft,Cartas,39351,46
BrutalFloor,Comedia,28566,21
GalaxyMedal,Exploración,6631,75
MedalBrutal,Cartas,58833,55
DyingMeat,Cooperativo,41318,2
RowGarden,Mundo Abierto,34941,54
BattleSaints,Cooperativo,63637,24
StrangeMortal,Multijugador,65806,71
TaleSniper,Plataformas,41078,89
ControlWarrior,Acción,45109,53
AgeMafia,Plataformas,44344,57
RunnerPlants,Terror,8557,15
KillingEvil,Aventura,45589,29
ArmaSaints,Casual,47739,11
AgeEvil,Deportes,3399,86
StrikeEvil,Rompecabezas,37688,2
DarkBrutal,RPG,41266,36
DarkGalaxy,Cooperativo,65429,86
MortalFloor,Simulación,10682,96
MedalGalaxy,Disparos,23742,58
SniperMetro,Rompecabezas,21054,47
PlantsDying,RPG,50834,37
GrandSpace,Aventura,6737,9
CombatPlants,Plataformas,35217,75
EvilRunner,Supervivencia,31135,51
KnightsBeyond,Cartas,63267,98
MortalLegends,Indie,55474,52
RotKilling,RPG,8006,21
ThunderBrutal,Terror,54099,45
DarkRunner,Comedia,20950,42
MetroCompany,Terror,32794,3
CompanyWar,Cooperativo,4194,34
GardenMedal,Cartas,21262,37
WarWar,Cooperativo,43664,45
BattleARK,Multijugador,63228,52
PlagueRot,Disparos,10816,19
ThunderDying,Terror,19806,65
LegendsMeat,RPG,15567,50
QuestBattle,Comedia,60665,67
KnightsSniper,Acción,2277,89
SniperAge,Rompecabezas,57800,16
LegendMedal,Estrategia,47369,37
WarriorKnights,Estrategia,68409,17
DeadGrand,Disparos,17999,7
CombatPlants,Multijugador,12818,76
ThunderGalaxy,Exploración,49263,56
EmpireSpeed,Deportes,36202,28
PlagueMortal,Estrategia,62257,8
LifeDying,Cooperativo,11620,66
KnightsRot,Supervivencia,57128,62
MetroHeist,Indie,26750,28
MedalHonor,Casual,48410,16
TheftGalaxy,Acción,27689,24
KillingSaints,Cooperativo,47835,52
BeyondLeft,Supervivencia,46216,99
StrangeMeat,RPG,39008,73
BeyondGrand,Comedia,58222,75
LeftDragon,Exploración,55413,36
TheftDying,Cartas,1869,76
ThunderFloor,Deportes,61612,32
DarkArma,Simulación,7404,9
MedalBeyond,Casual,45522,25
EscapeCounter,Cooperativo,28291,71
DragonRunner,Rompecabezas,64378,94
ArmaLife,Estrategia,60305,81
LifeGarden,Disparos,65108,62
RowWarrior,Plataformas,24848,31
RotControl,Acción,69747,69
DyingThunder,Supervivencia,51830,94
ControlLeft,Casual,66276,60
GalaxyRunner,Cooperativo,63390,34
TaleStrange,Terror,62868,84
TaleLeft,Comedia,57740,5
HonorLeft,Disparos,16731,30
StrangeMafia,Cooperativo,28206,51
StrangeStrange,Exploración,3135,25
WarriorWarrior,Cartas,31337,34
RotMetro,Cooperativo,27043,36
SpeedGrand,Estrategia,62657,79
RotWarrior,Simulación,67823,73
DragonSpeed,Multijugador,63256,50
SniperDark,Estrategia,7686,69
LegendMortal,Supervivencia,34932,1
LegendThunder,Simulación,63662,100
PlagueGalaxy,Cooperativo,19802,96
GalaxyRunner,Mundo Abierto,37488,43
MetroBeyond,Mundo Abierto,12613,21
KnightsLight,Disparos,63687,95
GrandTale,Exploración,20820,36
HeistRunner,Narración,16370,73
LegendsWarrior,Aventura,23032,22
ThunderCombat,Indie,26174,34
MortalSpeed,Comedia,44527,81
MortalHonor,Narración,59467,82
RowHonor,Mundo Abierto,46867,28
CounterLight,Plataformas,6250,33
TheftControl,Rompecabezas,64776,55
WarriorPlants,Narración,30149,94
DutyKnights,Comedia,4102,78
SniperDark,Cartas,50118,58
QuestCombat,Supervivencia,2450,94
LightDragon,Aventura,31791,76
MetroBrutal,Aventura,60389,22
DyingEmpire,Rompecabezas,57590,27
FloorBattle,Deportes,58287,98
ARKKilling,Acción,11631,7
RotMeat,Plataformas,53667,71
MetroDying,Supervivencia,32194,27
WarriorKilling,Estrategia,33417,42
MafiaDark,Casual,18625,49
PlagueKilling,Narración,61218,54
GardenDying,Disparos,18166,48
KnightsAge,Rompecabezas,27950,69
SpeedHonor,Narración,25612,1
DarkPlague,Cooperativo,38123,81
PlantsGrand,Aventura,31601,90
TaleHeist,Deportes,69648,50
EmpireWarrior,Indie,15173,36
DragonBeyond,Deportes,32140,38
WarriorCompany,Simulación,67728,69
ArmaWar,Multijugador,65024,16
SniperCompany,Deportes,40642,56
EscapeBattle,Casual,46232,77
CompanyArma,Indie,29591,5
CounterStrange,Terror,10779,66
GalaxyEmpire,Casual,51725,36
CounterQuest,Aventura,30918,35
LightPlants,Acción,27814,55
BattleGrand,Terror,16158,0
ThunderMeat,Casual,26566,64
WarriorStrange,RPG,49718,4
CompanyPlants,Comedia,11120,93
LifePlants,Multijugador,33429,48
RoyaleGalaxy,Disparos,3313,24
SaintsStrange,Mundo Abierto,35403,78
StrikeSpeed,Cooperativo,60924,77
WarriorBrutal,Mundo Abierto,10574,67
ThunderHeist,RPG,59906,37
BattleArma,Multijugador,57357,34
TheftRow,Terror,38181,10
ThunderEscape,Aventura,42023,84
TaleFloor,Mundo Abierto,39868,75
WarriorHeist,Indie,58666,43
PlagueMetro,Simulación,13232,48
MeatRoyale,Narración,46465,92
CompanyRot,Simulación,16187,5
FloorEmpire,Rompecabezas,20422,24
DragonLegend,Casual,38133,17
ArmaSpace,Mundo Abierto,65305,78
StrangeLegend,Disparos,5594,66
HeistBattle,Mundo Abierto,37307,59
WarriorMetro,Supervivencia,53791,53
DutySpace,Comedia,8707,83
MafiaBattle,Rompecabezas,39045,62
TaleMedal,Simulación,31863,88
LeftStrike,Terror,10259,78
SaintsKilling,Deportes,46610,100
EscapeCounter,Deportes,63836,56
GardenSniper,Terror,8252,54
WarriorStrange,Disparos,23147,81
BrutalDying,Multijugador,21441,44
RowMortal,Cartas,17420,92
HellGarden,Rompecabezas,37750,87
CombatThunder,Exploración,45266,79
WarriorSpace,Rompecabezas,44285,1
LifeStrike,Comedia,23566,98
PlantsDead,Casual,26988,82
CompanyMortal,Mundo Abierto,58375,60
TheftStrange,Mundo Abierto,60360,65
MetroRunner,Terror,53269,12
CombatRoyale,Comedia,7076,23
BrutalThunder,Deportes,69429,91
DyingArma,Rompecabezas,64895,51
SpaceMeat,Plataformas,20465,34
CombatMortal,Cooperativo,43385,60
ThunderMeat,Mundo Abierto,14408,34
StrikeHeist,Multijugador,51831,47
LightTheft,Acción,48605,32
RowHonor,Narración,37371,95
AgePlague,Mundo Abierto,40963,40
WarThunder,Plataformas,54388,68
DragonPlants,Supervivencia,65928,12
RowLight,Multijugador,22064,58
LegendARK,Simulación,29492,64
GrandFloor,Terror,61792,11
LegendFloor,Simulación,19062,54
SniperCompany,Comedia,41596,71
QuestDuty,Cooperativo,32851,83
StrikeQuest,Acción,66596,70
FloorRunner,Comedia,29195,46
LifeArma,Cooperativo,4796,56
AgeCompany,Acción,3478,4
CombatLegends,Estrategia,7680,25
PlagueDark,Deportes,61459,83
RoyaleDying,Indie,51007,47
FloorHeist,Exploración,58957,47
MortalDuty,Cartas,8634,17
ControlEvil,Multijugador,47811,8
BeyondEvil,Indie,49006,15
RunnerLeft,Terror,52958,83
PlagueLight,Rompecabezas,24392,95
WarriorEscape,Simulación,3551,25
BeyondSniper,Rompecabezas,18390,68
BrutalDragon,Deportes,19486,99
ArmaTheft,Rompecabezas,8014,21
KnightsLight,Cartas,68941,30
MedalARK,Plataformas,37109,29
LegendLeft,Exploración,34313,13
DeadKilling,Indie,7133,32
EmpireLegend,Mundo Abierto,54374,80
GrandLegend,Aventura,9483,40
GardenRunner,Casual,66774,3
StrangeLegends,Mundo Abierto,42333,92
PlantsFloor,Estrategia,2239,83
LifePlague,Comedia,28984,26
PlantsKnights,Comedia,22475,76
SpaceGarden,Simulación,11498,38
GrandHell,Casual,11041,20
CompanyMeat,Disparos,66422,30
TaleLeft,RPG,57154,59
DyingTale,Comedia,60051,64
MetroTheft,Cartas,19697,6
LightLegends,Rompecabezas,55558,31
AgeKnights,Mundo Abierto,59707,40
GardenHell,Terror,7500,35
BrutalARK,Plataformas,11034,71
LightRoyale,Rompecabezas,22604,82
EscapeGarden,Narración,45628,51
ArmaControl,Disparos,14891,41
EmpireHonor,Estrategia,40463,14
LegendsLife,Multijugador,62089,41
MedalDark,Supervivencia,27911,73
CombatFloor,Narración,31116,57
BattleArma,Acción,57158,100
RowKnights,Casual,8442,86
WarriorHell,Cooperativo,25689,37
ThunderCombat,Casual,40080,45
CombatFloor,RPG,14926,96
CounterGarden,RPG,66680,87
LegendKnights,Casual,48929,42
LegendsDragon,Comedia,53231,48
PlantsARK,Acción,12312,16
EscapeBrutal,Supervivencia,64890,85
MeatStrange,Simulación,12328,44
StrangeRow,Supervivencia,55898,33
DyingLeft,Comedia,23001,31
WarSpeed,Disparos,57426,99
DeadLight,Aventura,64064,58
BattleStrange,Comedia,29175,36
StrangeCompany,Rompecabezas,37064,24
SpaceThunder,Comedia,45442,69
ARKStrange,Casual,39515,88
KillingBrutal,Plataformas,23254,70
MafiaBrutal,Narración,19496,24
RowWar,Cartas,55118,0
LegendsHell,Multijugador,56263,2
EscapeKnights,Cooperativo,17675,54
StrikeFloor,Exploración,16312,96
StrikeKilling,Cooperativo,5592,68
PlantsAge,Deportes,5739,11
SaintsPlants,Terror,29291,63
DeadThunder,Narración,51627,2
TaleGarden,Narración,13044,59
StrangeMetro,Estrategia,58893,89
TaleRoyale,Rompecabezas,66139,26
DyingKnights,Supervivencia,8855,82
SniperBattle,Casual,67122,4
QuestCombat,Terror,36446,11
StrikeLight,Supervivencia,44789,14
MortalHeist,Mundo Abierto,39963,19
DragonBrutal,Mundo Abierto,18300,62
BrutalBattle,Rompecabezas,29140,44
GrandRunner,Plataformas,31023,95
LightMortal,Indie,51536,88
HonorPlague,Simulación,68058,34
ControlBrutal,Supervivencia,67334,52
WarriorTale,Disparos,40979,21
EscapeKnights,Estrategia,36183,86
SpeedHonor,Cooperativo,14218,58
SniperStrange,Deportes,54741,24
WarriorEmpire,Casual,45593,14
SpaceDying,Casual,1857,32
StrikeLeft,Plataformas,58609,52
BeyondDragon,Cartas,4960,86
TaleKilling,Exploración,57669,45
LegendControl,Estrategia,2557,99
TaleDragon,Mundo Abierto,16904,64
PlantsLegend,Casual,38914,59
EmpireHell,Disparos,34797,1
RotDuty,RPG,24187,59
SniperBeyond,Casual,17384,61
PlagueKnights,Cooperativo,48607,85
DeadThunder,Disparos,18905,81
KillingSpeed,Mundo Abierto,15495,15
SpeedHell,Casual,63187,63
CounterStrike,Disparos,6312,19
HeistCompany,Casual,61245,34
RowWar,Casual,22480,12
RunnerMetro,Casual,9685,90
CombatAge,Simulación,12882,95
DragonKnights,Exploración,7189,28
BattleMedal,Exploración,67905,48
MedalAge,Acción,47246,55
ControlHeist,Multijugador,5243,29
FloorBrutal,Cartas,51885,9
EmpireRoyale,Cartas,6133,70
WarriorSpace,Plataformas,42474,10
GalaxyPlague,RPG,51060,74
GalaxyWarrior,Rompecabezas,60011,54
LifeHeist,Acción,56336,42
DragonControl,Multijugador,34204,4
RoyaleCompany,Disparos,12255,73
HellPlague,Casual,57667,51
LifeSaints,Multijugador,5903,56
CombatDead,Rompecabezas,20263,63
CombatFloor,Simulación,37976,30
PlantsHeist,Casual,65092,27
DeadARK,Narración,54963,48
ControlArma,Simulación,68313,81
DutyPlague,Estrategia,63743,17
DyingWarrior,Comedia,43660,83
MedalGalaxy,Aventura,14130,50
MortalDragon,Plataformas,61677,74
CombatLight,Mundo Abierto,37807,59
ControlMedal,Rompecabezas,38255,82
SpaceLife,Comedia,11502,90
CombatCounter,Cartas,22029,49
ARKSpeed,Casual,12733,47
TheftTheft,Casual,61262,81
ArmaLight,Estrategia,23334,91
MafiaHonor,Comedia,60822,25
SpeedStrike,Estrategia,57898,28
DutyLegend,Disparos,39728,87
QuestArma,Terror,37154,1
EvilCombat,Supervivencia,42169,51
QuestHell,Multijugador,9135,63
EscapeDead,Deportes,28991,21
GalaxyPlants,Terror,26166,80
CompanyHonor,Comedia,20873,46
LeftFloor,RPG,26267,100
DutyLife,Supervivencia,47833,56
DutyTheft,Indie,48580,42
MetroCounter,Narración,14800,39
RunnerStrange,Estrategia,63468,82
LightTheft,Casual,4412,46
BrutalCounter,Aventura,63017,70
ThunderWarrior,Mundo Abierto,29458,41
DyingPlants,RPG,2140,79
HellArma,Terror,23005,20
BrutalCombat,Plataformas,41905,34
RotMeat,Multijugador,61187,27
DyingWar,Casual,15637,6
WarriorBrutal,Plataformas,44324,17
BrutalBeyond,Acción,56906,57
MeatRoyale,Mundo Abierto,1133,35
DeadTheft,Casual,39325,74
EvilWarrior,Casual,20583,73
BattleSniper,Mundo Abierto,5621,46
BrutalCombat,Mundo Abierto,4952,73
ArmaLight,Exploración,62814,50
MafiaControl,Casual,37280,92
SniperWar,Casual,55769,23
CounterCombat,Cooperativo,64812,70
ArmaSpeed,Supervivencia,41511,1
EmpireArma,Terror,65939,20
RotMortal,Cooperativo,1725,58
BeyondEmpire,Cartas,58793,18
CombatArma,Aventura,49619,78
LeftKilling,Simulación,49558,42
KnightsWar,Deportes,53879,28
TheftArma,Estrategia,65007,72
MafiaWar,Multijugador,68504,2
GardenCombat,Rompecabezas,39518,89
ControlArma,Acción,54409,11
QuestKilling,Deportes,3712,50
MedalLeft,Cooperativo,59904,94
BrutalDark,Disparos,56662,6
BrutalHonor,Acción,67693,50
HellEscape,Supervivencia,48666,13
RotWar,Estrategia,6711,47
BrutalCombat,Comedia,29394,57
LeftRunner,Narración,44218,34
TheftArma,Rompecabezas,22354,48
SpeedWar,Comedia,20509,99
CompanyDead,Plataformas,32294,34
ThunderEvil,Casual,6362,3
WarriorBeyond,Terror,56226,43
WarriorSaints,Cooperativo,2856,30
GrandHonor,Rompecabezas,15633,34
LeftTale,Plataformas,20497,26
WarriorWarrior,Acción,20492,23
RotArma,Exploración,3378,23
QuestArma,Narración,19198,61
BrutalLight,Multijugador,2452,92
WarriorCompany,Estrategia,68493,62
LegendDark,Mundo Abierto,50314,15
LegendsStrike,Cooperativo,6419,89
SniperLeft,Casual,10127,59
DutyBattle,Estrategia,49694,36
KillingRow,Multijugador,68979,88
StrangeGarden,Cooperativo,53026,29
DarkAge,Mundo Abierto,45703,32
RunnerHonor,Supervivencia,23382,87
ThunderBattle,Mundo Abierto,36079,21
BrutalHonor,Mundo Abierto,60032,68
ArmaHonor,Narración,65201,45
GalaxyStrike,Comedia,7732,8
StrangeARK,Indie,41010,87
LeftMetro,Mundo Abierto,61859,84
KnightsRot,Comedia,29303,79
DeadGarden,Plataformas,66846,40
HonorEvil,Cartas,15545,14
WarriorCompany,Rompecabezas,65121,94
DragonMedal,Supervivencia,63082,74
LightARK,Acción,46685,84
BrutalWarrior,Comedia,54103,100
GardenLegend,Cooperativo,17332,5
SpaceWarrior,Deportes,48950,77
EscapeRot,Multijugador,16066,52
EvilBrutal,Mundo Abierto,4321,86
MetroRoyale,Rompecabezas,63188,59
EscapeStrange,Casual,26693,45
SniperWarrior,Casual,56617,37
LegendsHeist,Deportes,40511,3
HellSniper,Supervivencia,47289,43
LightGalaxy,Exploración,27516,48
HonorWar,Exploración,16746,34
ControlPlants,Plataformas,22687,68
AgeMedal,Rompecabezas,36187,69
MortalStrange,Simulación,54964,49
SniperKilling,Indie,11420,19
RotTheft,Plataformas,36080,85
HeistMedal,Terror,39790,64
DarkHonor,Cooperativo,60205,25
LightLegends,RPG,45066,3
BrutalGrand,Disparos,48004,31
RowTheft,Aventura,37789,32
LightArma,Aventura,39330,100
RowHeist,RPG,33371,29
ThunderTale,Rompecabezas,45018,5
RunnerHonor,Acción,58540,79
ArmaGrand,Estrategia,4208,7
LifeHonor,Simulación,39372,24
LightHonor,Casual,64771,67
WarMedal,Narración,8767,96
MeatQuest,Multijugador,11721,4
LegendsDead,RPG,29884,24
MortalQuest,Acción,6066,65
DyingDying,Acción,63986,56
BattleGarden,Aventura,58202,86
PlantsDead,Multijugador,7121,93
CombatEmpire,Casual,66428,15
AgeCounter,Estrategia,30105,83
GrandMafia,Comedia,21343,21
LightThunder,RPG,62927,9
ThunderArma,Supervivencia,40819,53
LightGalaxy,Comedia,63531,40
KillingMedal,RPG,36169,56
WarriorMeat,Mundo Abierto,27474,47
ARKLegend,Aventura,35906,33
TaleLeft,Casual,68094,89
CombatHonor,Disparos,41320,38
PlagueDead,Mundo Abierto,48835,73
TalePlants,Casual,55068,41
EmpirePlants,Casual,34298,2
PlantsBattle,Acción,56572,44
EvilControl,Comedia,38091,70
MeatRoyale,RPG,31006,90
HonorTale,Multijugador,69646,49
CounterMetro,Narración,12039,86
MortalMetro,Supervivencia,66409,92
RotEvil,Estrategia,43280,37
BeyondRow,Mundo Abierto,49125,33
CompanyBeyond,Rompecabezas,18564,56
ControlCombat,Comedia,1587,66
HellGarden,Deportes,37144,84
BattleMortal,Mundo Abierto,24730,45
LeftSaints,Casual,10185,38
LifeDying,Casual,51388,47
WarKnights,Estrategia,44833,96
QuestRot,Casual,26295,76
HonorMetro,RPG,48729,99
QuestGarden,Plataformas,8345,32
MortalSpace,Cartas,57551,59
EscapeArma,Cooperativo,14394,28
